term,recent_n,prior_n,share_prior_pct,share_recent_pct,growth_x,score
double-edged,41,29,0.02,0.028,1.4,2.12
sensorimotor regions,41,29,0.02,0.028,1.4,2.12
mediated relationship,53,39,0.027,0.036,1.3,2.12
morphology gene,41,29,0.02,0.028,1.4,2.12
lyophilized,41,29,0.02,0.028,1.4,2.12
macronutrients,41,29,0.02,0.028,1.4,2.12
intravital microscopy,41,29,0.02,0.028,1.4,2.12
resuscitation,106,85,0.058,0.072,1.2,2.12
flares,41,29,0.02,0.028,1.4,2.12
inducibility,41,29,0.02,0.028,1.4,2.12
through community,41,29,0.02,0.028,1.4,2.12
diagnostic applications,53,39,0.027,0.036,1.3,2.12
areas future,41,29,0.02,0.028,1.4,2.12
modified delphi,41,29,0.02,0.028,1.4,2.12
immune microenvironment time,41,29,0.02,0.028,1.4,2.12
disease cognitive,41,29,0.02,0.028,1.4,2.12
pathogenesis unclear,41,29,0.02,0.028,1.4,2.12
searched published,41,29,0.02,0.028,1.4,2.12
sensitivity conducted,41,29,0.02,0.028,1.4,2.12
bacteria often,60,45,0.031,0.041,1.3,2.11
solvent,325,285,0.195,0.22,1.1,2.11
mice performing,67,51,0.035,0.045,1.3,2.11
biology drug,47,34,0.023,0.032,1.4,2.11
gabaergic,629,570,0.391,0.425,1.1,2.11
restrained,98,78,0.053,0.066,1.2,2.11
potentially involved,116,94,0.064,0.078,1.2,2.11
thresholding,116,94,0.064,0.078,1.2,2.11
regulators gene expression,82,64,0.044,0.055,1.3,2.11
lipogenic,60,45,0.031,0.041,1.3,2.11
stellate,125,102,0.07,0.084,1.2,2.11
lifetimes,116,94,0.064,0.078,1.2,2.11
ordering,210,179,0.123,0.142,1.2,2.11
fiji,60,45,0.031,0.041,1.3,2.11
diabetic retinopathy,107,86,0.059,0.072,1.2,2.11
isomerase,90,71,0.049,0.061,1.2,2.11
dawley rats,82,64,0.044,0.055,1.3,2.11
sprague dawley rats,82,64,0.044,0.055,1.3,2.11
culturing,270,234,0.16,0.182,1.1,2.11
pdgfr,82,64,0.044,0.055,1.3,2.11
naming,116,94,0.064,0.078,1.2,2.11
motor cortex,541,487,0.334,0.365,1.1,2.11
disease impact,47,34,0.023,0.032,1.4,2.11
vertebrae,60,45,0.031,0.041,1.3,2.11
granzyme,107,86,0.059,0.072,1.2,2.11
short- long-term,154,128,0.088,0.104,1.2,2.11
chromosome evolution,67,51,0.035,0.045,1.3,2.11
temperate,540,486,0.333,0.365,1.1,2.11
pharmacology,298,260,0.178,0.201,1.1,2.11
reciprocity,47,34,0.023,0.032,1.4,2.11
zoonotic pathogens,60,45,0.031,0.041,1.3,2.11
neural activity patterns,60,45,0.031,0.041,1.3,2.11
systematic assessment,60,45,0.031,0.041,1.3,2.11
muscle regeneration,107,86,0.059,0.072,1.2,2.11
miscarriage,67,51,0.035,0.045,1.3,2.11
linear mixed,458,409,0.28,0.309,1.1,2.11
gentamicin,90,71,0.049,0.061,1.2,2.11
mice controls,60,45,0.031,0.041,1.3,2.11
ecological role,60,45,0.031,0.041,1.3,2.11
neural basis,258,223,0.153,0.174,1.1,2.11
organising,47,34,0.023,0.032,1.4,2.11
gene-environment,98,78,0.053,0.066,1.2,2.11
acute brain slices,47,34,0.023,0.032,1.4,2.11
stem cell hpsc,47,34,0.023,0.032,1.4,2.11
cell hpsc,47,34,0.023,0.032,1.4,2.11
differentiation programs,47,34,0.023,0.032,1.4,2.11
rapid movement sleep,82,64,0.044,0.055,1.3,2.11
pain relief,90,71,0.049,0.061,1.2,2.11
repairing,98,78,0.053,0.066,1.2,2.11
extracellular traps,90,71,0.049,0.061,1.2,2.11
multi-unit,47,34,0.023,0.032,1.4,2.11
cryo-em maps,47,34,0.023,0.032,1.4,2.11
validated human,47,34,0.023,0.032,1.4,2.11
characterization human,67,51,0.035,0.045,1.3,2.11
pellet,67,51,0.035,0.045,1.3,2.11
molecular systems,47,34,0.023,0.032,1.4,2.11
brain metastases,67,51,0.035,0.045,1.3,2.11
granulomatous,47,34,0.023,0.032,1.4,2.11
glucosidase,47,34,0.023,0.032,1.4,2.11
elevated serum,82,64,0.044,0.055,1.3,2.11
future aimed,67,51,0.035,0.045,1.3,2.11
large-scale screening,47,34,0.023,0.032,1.4,2.11
gelation,47,34,0.023,0.032,1.4,2.11
obsessive-compulsive,125,102,0.07,0.084,1.2,2.11
visible light,60,45,0.031,0.041,1.3,2.11
multisensory integration,82,64,0.044,0.055,1.3,2.11
microclimate,47,34,0.023,0.032,1.4,2.11
three-month,60,45,0.031,0.041,1.3,2.11
binding hydrolysis,47,34,0.023,0.032,1.4,2.11
analyzed spss,90,71,0.049,0.061,1.2,2.11
neun,47,34,0.023,0.032,1.4,2.11
optimism,47,34,0.023,0.032,1.4,2.11
arise when,60,45,0.031,0.041,1.3,2.11
survival overall,47,34,0.023,0.032,1.4,2.11
obstetric,125,102,0.07,0.084,1.2,2.11
religion,60,45,0.031,0.041,1.3,2.11
regulate,5125,4906,3.362,3.462,1.0,2.1
kegg,300,262,0.18,0.203,1.1,2.1
plasmon,126,103,0.071,0.085,1.2,2.1
raman spectroscopy,108,87,0.06,0.073,1.2,2.1
safety profile,234,201,0.138,0.158,1.1,2.1
orchestrated,313,274,0.188,0.211,1.1,2.1
evolutionarily conserved,633,574,0.393,0.428,1.1,2.1
follicular,313,274,0.188,0.211,1.1,2.1
cave,99,79,0.054,0.067,1.2,2.1
chronic kidney disease,386,342,0.234,0.261,1.1,2.1
process involving,108,87,0.06,0.073,1.2,2.1
financial,599,542,0.371,0.405,1.1,2.1
languages,247,213,0.146,0.167,1.1,2.1
broad host,75,58,0.04,0.051,1.3,2.1
highly repetitive,75,58,0.04,0.051,1.3,2.1
through series,108,87,0.06,0.073,1.2,2.1
healthy brain,126,103,0.071,0.085,1.2,2.1
survival mice,75,58,0.04,0.051,1.3,2.1
coral reef,117,95,0.065,0.079,1.2,2.1
lines primary,99,79,0.054,0.067,1.2,2.1
healthcare utilization,99,79,0.054,0.067,1.2,2.1
pulmonary,1626,1522,1.043,1.098,1.1,2.09
gene editing,448,400,0.274,0.303,1.1,2.09
glutamatergic gabaergic,61,46,0.032,0.041,1.3,2.09
compares,329,289,0.198,0.222,1.1,2.09
inhibitory concentrations,91,72,0.049,0.061,1.2,2.09
ontology enrichment,91,72,0.049,0.061,1.2,2.09
remained unknown,178,150,0.103,0.12,1.2,2.09
acceleration,516,464,0.318,0.349,1.1,2.09
spanned,167,140,0.096,0.113,1.2,2.09
genes enriched,330,290,0.199,0.223,1.1,2.09
terminal,1106,1024,0.702,0.747,1.1,2.09
capillaries,157,131,0.09,0.106,1.2,2.09
genetic modifications,68,52,0.036,0.046,1.3,2.09
brain homeostasis,68,52,0.036,0.046,1.3,2.09
cell attachment,61,46,0.032,0.041,1.3,2.09
behavioral deficits,146,121,0.083,0.099,1.2,2.09
cross-,68,52,0.036,0.046,1.3,2.09
alone combined,54,40,0.027,0.036,1.3,2.09
circulating immune,61,46,0.032,0.041,1.3,2.09
single cell spatial,54,40,0.027,0.036,1.3,2.09
patch clamp,127,104,0.071,0.086,1.2,2.09
metalloproteinases,83,65,0.045,0.056,1.3,2.09
macular degeneration,157,131,0.09,0.106,1.2,2.09
relevant human,127,104,0.071,0.086,1.2,2.09
specific environmental,54,40,0.027,0.036,1.3,2.09
writer,54,40,0.027,0.036,1.3,2.09
stenotrophomonas,54,40,0.027,0.036,1.3,2.09
tissue biopsies,54,40,0.027,0.036,1.3,2.09
neural patterns,83,65,0.045,0.056,1.3,2.09
arterial hypertension,127,104,0.071,0.086,1.2,2.09
relative wild-type,54,40,0.027,0.036,1.3,2.09
anterior temporal,68,52,0.036,0.046,1.3,2.09
chromatin remodelling,61,46,0.032,0.041,1.3,2.09
localization patterns,54,40,0.027,0.036,1.3,2.09
discriminatory power,54,40,0.027,0.036,1.3,2.09
tissue integrity,91,72,0.049,0.061,1.2,2.09
quantitative evidence,61,46,0.032,0.041,1.3,2.09
untranslated regions utrs,61,46,0.032,0.041,1.3,2.09
least squares regression,68,52,0.036,0.046,1.3,2.09
enteric pathogens,68,52,0.036,0.046,1.3,2.09
children living,68,52,0.036,0.046,1.3,2.09
public dataset,54,40,0.027,0.036,1.3,2.09
received less,54,40,0.027,0.036,1.3,2.09
neonatal intensive care,61,46,0.032,0.041,1.3,2.09
filtration rate egfr,68,52,0.036,0.046,1.3,2.09
co-design,68,52,0.036,0.046,1.3,2.09
will extracted,61,46,0.032,0.041,1.3,2.09
interferon,1154,1070,0.733,0.78,1.1,2.08
survivors,519,467,0.32,0.351,1.1,2.08
ubiquitin,795,728,0.499,0.537,1.1,2.08
mechanisms response,42,30,0.021,0.028,1.4,2.08
refseq,76,59,0.04,0.051,1.3,2.08
proteins share,42,30,0.021,0.028,1.4,2.08
profile human,42,30,0.021,0.028,1.4,2.08
animals humans,168,141,0.097,0.113,1.2,2.08
ovariectomized,48,35,0.024,0.032,1.4,2.08
function leads,42,30,0.021,0.028,1.4,2.08
behavioral flexibility,76,59,0.04,0.051,1.3,2.08
nigrostriatal,76,59,0.04,0.051,1.3,2.08
hyperinsulinemia,42,30,0.021,0.028,1.4,2.08
structural differences,137,113,0.077,0.093,1.2,2.08
perceptions,552,498,0.341,0.373,1.1,2.08
hermaphroditic,42,30,0.021,0.028,1.4,2.08
warping,48,35,0.024,0.032,1.4,2.08
temporally precise,42,30,0.021,0.028,1.4,2.08
cobalamin,42,30,0.021,0.028,1.4,2.08
gene modules,137,113,0.077,0.093,1.2,2.08
encephalomyelitis chronic fatigue,48,35,0.024,0.032,1.4,2.08
thrombi,42,30,0.021,0.028,1.4,2.08
loose,76,59,0.04,0.051,1.3,2.08
walking speed,76,59,0.04,0.051,1.3,2.08
highest overall,42,30,0.021,0.028,1.4,2.08
glucose metabolism,318,279,0.191,0.215,1.1,2.08
ubiquitin ligases,118,96,0.066,0.08,1.2,2.08
mutualisms,48,35,0.024,0.032,1.4,2.08
heparan sulfate,109,88,0.06,0.074,1.2,2.08
complex dynamics,128,105,0.072,0.086,1.2,2.08
specifically observed,48,35,0.024,0.032,1.4,2.08
sglt2 inhibitors,42,30,0.021,0.028,1.4,2.08
lipoprotein receptor,42,30,0.021,0.028,1.4,2.08
clinical variant,42,30,0.021,0.028,1.4,2.08
biological underpinnings,42,30,0.021,0.028,1.4,2.08
single-cell multi-omics,100,80,0.055,0.068,1.2,2.08
coefficient determination,48,35,0.024,0.032,1.4,2.08
when evaluating,118,96,0.066,0.08,1.2,2.08
kaplan,76,59,0.04,0.051,1.3,2.08
organizer,92,73,0.05,0.062,1.2,2.08
regulates neuronal,42,30,0.021,0.028,1.4,2.08
specialists,250,216,0.148,0.169,1.1,2.08
tuberous,48,35,0.024,0.032,1.4,2.08
obesity-induced,42,30,0.021,0.028,1.4,2.08
rna-sequencing datasets,42,30,0.021,0.028,1.4,2.08
factor motifs,42,30,0.021,0.028,1.4,2.08
seminal,128,105,0.072,0.086,1.2,2.08
control pathways,48,35,0.024,0.032,1.4,2.08
s100,48,35,0.024,0.032,1.4,2.08
sting activation,42,30,0.021,0.028,1.4,2.08
applied predict,48,35,0.024,0.032,1.4,2.08
undermined,42,30,0.021,0.028,1.4,2.08
identifies genetic,48,35,0.024,0.032,1.4,2.08
neuroblast,48,35,0.024,0.032,1.4,2.08
innate immune cell,42,30,0.021,0.028,1.4,2.08
sequencing generate,42,30,0.021,0.028,1.4,2.08
designed protein,42,30,0.021,0.028,1.4,2.08
spatial cues,42,30,0.021,0.028,1.4,2.08
predict responses,42,30,0.021,0.028,1.4,2.08
microscopy demonstrated,42,30,0.021,0.028,1.4,2.08
salt concentrations,42,30,0.021,0.028,1.4,2.08
differences when,48,35,0.024,0.032,1.4,2.08
pi3k pathway,76,59,0.04,0.051,1.3,2.08
postpartum period,48,35,0.024,0.032,1.4,2.08
linked neurodegenerative,42,30,0.021,0.028,1.4,2.08
intraepithelial neoplasia,42,30,0.021,0.028,1.4,2.08
pregnancy loss,48,35,0.024,0.032,1.4,2.08
motion artifacts,48,35,0.024,0.032,1.4,2.08
through large-scale,48,35,0.024,0.032,1.4,2.08
nausea,109,88,0.06,0.074,1.2,2.08
5xfad mouse,42,30,0.021,0.028,1.4,2.08
holistically,42,30,0.021,0.028,1.4,2.08
alternative pathways,42,30,0.021,0.028,1.4,2.08
growth suppression,42,30,0.021,0.028,1.4,2.08
simoa,42,30,0.021,0.028,1.4,2.08
analyzed spss version,48,35,0.024,0.032,1.4,2.08
antibiotics,1644,1540,1.055,1.11,1.1,2.07
quadriceps,55,41,0.028,0.037,1.3,2.07
energy balance,129,106,0.073,0.087,1.2,2.07
lymph,539,486,0.333,0.364,1.1,2.07
complex spatial,69,53,0.036,0.047,1.3,2.07
querying,110,89,0.061,0.074,1.2,2.07
timed,203,173,0.119,0.137,1.2,2.07
implicates,333,293,0.201,0.225,1.1,2.07
receptor-expressing,55,41,0.028,0.037,1.3,2.07
carlo,347,306,0.21,0.234,1.1,2.07
target selection,69,53,0.036,0.047,1.3,2.07
genetic environmental factors,192,163,0.112,0.13,1.2,2.07
visualisation,192,163,0.112,0.13,1.2,2.07
myalgic,55,41,0.028,0.037,1.3,2.07
young modulus,55,41,0.028,0.037,1.3,2.07
occurrences,204,174,0.119,0.138,1.2,2.07
chaos,69,53,0.036,0.047,1.3,2.07
displaced,169,142,0.097,0.114,1.2,2.07
leading loss,69,53,0.036,0.047,1.3,2.07
ecological factors,110,89,0.061,0.074,1.2,2.07
reduced odds,55,41,0.028,0.037,1.3,2.07
recipient cells,101,81,0.056,0.068,1.2,2.07
interbacterial,55,41,0.028,0.037,1.3,2.07
same dataset,55,41,0.028,0.037,1.3,2.07
parsing,110,89,0.061,0.074,1.2,2.07
dysregulated genes,55,41,0.028,0.037,1.3,2.07
p53-dependent,55,41,0.028,0.037,1.3,2.07
known regulate,148,123,0.084,0.1,1.2,2.07
molecular species,55,41,0.028,0.037,1.3,2.07
dynamics cellular,69,53,0.036,0.047,1.3,2.07
cancer recurrence,55,41,0.028,0.037,1.3,2.07
multi-region,55,41,0.028,0.037,1.3,2.07
calf,55,41,0.028,0.037,1.3,2.07
prognostic marker,84,66,0.045,0.057,1.3,2.07
hek293t cells,148,123,0.084,0.1,1.2,2.07
three themes,84,66,0.045,0.057,1.3,2.07
factor cardiovascular,69,53,0.036,0.047,1.3,2.07
randomised controlled trial,203,173,0.119,0.137,1.2,2.07
healthy diseased,150,125,0.086,0.101,1.2,2.06
operon,336,296,0.203,0.227,1.1,2.06
hydrogen,803,736,0.504,0.542,1.1,2.06
informative,1010,933,0.639,0.682,1.1,2.06
restriction-modification,62,47,0.032,0.042,1.3,2.06
feedback mechanism,102,82,0.056,0.069,1.2,2.06
cellular composition,217,186,0.127,0.147,1.1,2.06
infrequent,160,134,0.092,0.108,1.2,2.06
weaken,111,90,0.062,0.075,1.2,2.06
cancer diagnosis,193,164,0.112,0.13,1.2,2.06
loss cell,77,60,0.041,0.052,1.3,2.06
retinotopic,93,74,0.051,0.063,1.2,2.06
fertilizers,62,47,0.032,0.042,1.3,2.06
tritici,93,74,0.051,0.063,1.2,2.06
early embryogenesis,120,98,0.067,0.081,1.2,2.06
targeted delivery,85,67,0.046,0.057,1.3,2.06
nuclear proteins,62,47,0.032,0.042,1.3,2.06
shock response,62,47,0.032,0.042,1.3,2.06
newly sequenced,85,67,0.046,0.057,1.3,2.06
preventable,216,185,0.127,0.146,1.2,2.06
chromatin loops,93,74,0.051,0.063,1.2,2.06
damage repair,242,209,0.143,0.163,1.1,2.06
cellular assays,77,60,0.041,0.052,1.3,2.06
gene protein expression,102,82,0.056,0.069,1.2,2.06
mice either,93,74,0.051,0.063,1.2,2.06
extracellular matrix components,77,60,0.041,0.052,1.3,2.06
opsins,62,47,0.032,0.042,1.3,2.06
pain sensitivity,62,47,0.032,0.042,1.3,2.06
electromyographic,62,47,0.032,0.042,1.3,2.06
factors contributing,242,209,0.143,0.163,1.1,2.06
colloidal,62,47,0.032,0.042,1.3,2.06
mice sexes,77,60,0.041,0.052,1.3,2.06
adeno-associated viral,77,60,0.041,0.052,1.3,2.06
anti-fibrotic,85,67,0.046,0.057,1.3,2.06
field-collected,62,47,0.032,0.042,1.3,2.06
intentional,85,67,0.046,0.057,1.3,2.06
neonatal intensive,62,47,0.032,0.042,1.3,2.06
clinical demographic,93,74,0.051,0.063,1.2,2.06
care delivery,93,74,0.051,0.063,1.2,2.06
signal-to-noise ratio,323,284,0.195,0.218,1.1,2.05
acts,2149,2027,1.389,1.452,1.0,2.05
misinterpretation,49,36,0.025,0.033,1.3,2.05
views,512,461,0.316,0.346,1.1,2.05
zebrafish danio rerio,121,99,0.068,0.082,1.2,2.05
residual disease,94,75,0.051,0.063,1.2,2.05
value-added,49,36,0.025,0.033,1.3,2.05
recover,807,740,0.507,0.545,1.1,2.05
experimental assays,49,36,0.025,0.033,1.3,2.05
sulfate,413,368,0.252,0.279,1.1,2.05
floral,325,286,0.196,0.22,1.1,2.05
encounter,494,444,0.304,0.334,1.1,2.05
rewarded,94,75,0.051,0.063,1.2,2.05
pulmonary fibrosis,243,210,0.144,0.164,1.1,2.05
glycolytic flux,49,36,0.025,0.033,1.3,2.05
stomatal conductance,94,75,0.051,0.063,1.2,2.05
autosomal recessive,194,165,0.113,0.131,1.2,2.05
superposition,49,36,0.025,0.033,1.3,2.05
myalgic encephalomyelitis chronic,49,36,0.025,0.033,1.3,2.05
encephalomyelitis chronic,49,36,0.025,0.033,1.3,2.05
predictive capacity,49,36,0.025,0.033,1.3,2.05
escalation,161,135,0.093,0.109,1.2,2.05
conjugative,140,116,0.079,0.095,1.2,2.05
genetic physiological,49,36,0.025,0.033,1.3,2.05
beetle,206,176,0.121,0.139,1.2,2.05
landrace,49,36,0.025,0.033,1.3,2.05
mitochondrial diseases,49,36,0.025,0.033,1.3,2.05
varying sizes,49,36,0.025,0.033,1.3,2.05
inner outer,94,75,0.051,0.063,1.2,2.05
chronic social,49,36,0.025,0.033,1.3,2.05
rate only,49,36,0.025,0.033,1.3,2.05
accrual,70,54,0.037,0.047,1.3,2.05
platelet-derived,70,54,0.037,0.047,1.3,2.05
mrna localization,49,36,0.025,0.033,1.3,2.05
water stress,70,54,0.037,0.047,1.3,2.05
pronounced differences,49,36,0.025,0.033,1.3,2.05
multilocus sequence typing,49,36,0.025,0.033,1.3,2.05
photon,161,135,0.093,0.109,1.2,2.05
food reward,49,36,0.025,0.033,1.3,2.05
diseases leading,49,36,0.025,0.033,1.3,2.05
intersections,49,36,0.025,0.033,1.3,2.05
tropical subtropical regions,49,36,0.025,0.033,1.3,2.05
cell transplant,49,36,0.025,0.033,1.3,2.05
detergents,49,36,0.025,0.033,1.3,2.05
perinatal period,49,36,0.025,0.033,1.3,2.05
teer,49,36,0.025,0.033,1.3,2.05
written informed consent,49,36,0.025,0.033,1.3,2.05
remarkable,1446,1351,0.926,0.977,1.1,2.04
pluripotent stem cells,815,748,0.513,0.551,1.1,2.04
dehydrogenase,678,618,0.423,0.458,1.1,2.04
immediate-early,43,31,0.021,0.029,1.4,2.04
arms,622,565,0.387,0.42,1.1,2.04
gene networks,244,211,0.145,0.165,1.1,2.04
plant protection,43,31,0.021,0.029,1.4,2.04
human islet,43,31,0.021,0.029,1.4,2.04
pax6,56,42,0.029,0.038,1.3,2.04
disability,1051,973,0.667,0.71,1.1,2.04
gene expression genes,43,31,0.021,0.029,1.4,2.04
swiftly,63,48,0.033,0.043,1.3,2.04
rna-seq datasets,185,157,0.108,0.125,1.2,2.04
studying human,78,61,0.042,0.053,1.3,2.04
harmonic,152,127,0.087,0.103,1.2,2.04
paediatric,271,236,0.162,0.183,1.1,2.04
prebiotic,103,83,0.057,0.07,1.2,2.04
bubble,63,48,0.033,0.043,1.3,2.04
left-sided,43,31,0.021,0.029,1.4,2.04
druggable,356,315,0.216,0.24,1.1,2.04
analyzed through,63,48,0.033,0.043,1.3,2.04
dengue virus,232,200,0.137,0.157,1.1,2.04
regulatory function,131,108,0.074,0.088,1.2,2.04
peptide protein,56,42,0.029,0.038,1.3,2.04
designed proteins,43,31,0.021,0.029,1.4,2.04
ulcers,78,61,0.042,0.053,1.3,2.04
clostridium,184,156,0.107,0.124,1.2,2.04
microstate,43,31,0.021,0.029,1.4,2.04
inventories,63,48,0.033,0.043,1.3,2.04
abdominal aortic aneurysm,56,42,0.029,0.038,1.3,2.04
drug susceptibility,78,61,0.042,0.053,1.3,2.04
transmitted infection,56,42,0.029,0.038,1.3,2.04
regulate neuronal,43,31,0.021,0.029,1.4,2.04
genes roles,43,31,0.021,0.029,1.4,2.04
neuronal firing,141,117,0.08,0.095,1.2,2.04
high-field,43,31,0.021,0.029,1.4,2.04
bacterial hosts,103,83,0.057,0.07,1.2,2.04
glp-1r,56,42,0.029,0.038,1.3,2.04
deploy,245,212,0.145,0.165,1.1,2.04
role central,43,31,0.021,0.029,1.4,2.04
cells dendritic cells,43,31,0.021,0.029,1.4,2.04
esterase,63,48,0.033,0.043,1.3,2.04
sequencing single,56,42,0.029,0.038,1.3,2.04
deployments,43,31,0.021,0.029,1.4,2.04
human postmortem,43,31,0.021,0.029,1.4,2.04
sex-matched controls,43,31,0.021,0.029,1.4,2.04
kupffer,56,42,0.029,0.038,1.3,2.04
factors interact,56,42,0.029,0.038,1.3,2.04
conformational transition,56,42,0.029,0.038,1.3,2.04
molecular levels,56,42,0.029,0.038,1.3,2.04
proteome profiling,103,83,0.057,0.07,1.2,2.04
killifish,56,42,0.029,0.038,1.3,2.04
substantially larger,43,31,0.021,0.029,1.4,2.04
blood-derived,86,68,0.047,0.058,1.2,2.04
signatures human,56,42,0.029,0.038,1.3,2.04
antibiotic susceptibility testing,43,31,0.021,0.029,1.4,2.04
branch lengths,56,42,0.029,0.038,1.3,2.04
eligibility,448,401,0.275,0.303,1.1,2.04
memory systems,43,31,0.021,0.029,1.4,2.04
mitochondrial translation,56,42,0.029,0.038,1.3,2.04
cells huvecs,43,31,0.021,0.029,1.4,2.04
functional classes,43,31,0.021,0.029,1.4,2.04
clear cell renal,78,61,0.042,0.053,1.3,2.04
blood cell counts,43,31,0.021,0.029,1.4,2.04
cellular cytotoxicity adcc,43,31,0.021,0.029,1.4,2.04
intraluminal,56,42,0.029,0.038,1.3,2.04
breast tissue,63,48,0.033,0.043,1.3,2.04
dorsomedial prefrontal,56,42,0.029,0.038,1.3,2.04
3-kinase pi3k,43,31,0.021,0.029,1.4,2.04
disorder affecting,56,42,0.029,0.038,1.3,2.04
2000s,43,31,0.021,0.029,1.4,2.04
combinatorially,43,31,0.021,0.029,1.4,2.04
nepal,152,127,0.087,0.103,1.2,2.04
tim-3,43,31,0.021,0.029,1.4,2.04
metagenome sequencing,43,31,0.021,0.029,1.4,2.04
obesity insulin resistance,43,31,0.021,0.029,1.4,2.04
early initiation,43,31,0.021,0.029,1.4,2.04
adjusting demographic,43,31,0.021,0.029,1.4,2.04
care pathways,63,48,0.033,0.043,1.3,2.04
multicenter randomized,43,31,0.021,0.029,1.4,2.04
public facilities,43,31,0.021,0.029,1.4,2.04
types human,104,84,0.058,0.07,1.2,2.03
superiority,259,225,0.154,0.175,1.1,2.03
healthcare systems,287,251,0.172,0.194,1.1,2.03
traces,259,225,0.154,0.175,1.1,2.03
tracer,222,191,0.131,0.15,1.1,2.03
blue light,142,118,0.081,0.096,1.2,2.03
cryptococcus,132,109,0.075,0.089,1.2,2.03
trade,234,202,0.138,0.158,1.1,2.03
visuomotor,186,158,0.108,0.126,1.2,2.03
cell wall integrity,71,55,0.038,0.048,1.3,2.03
ionization,142,118,0.081,0.096,1.2,2.03
negatively charged,175,148,0.101,0.118,1.2,2.03
trigeminal,95,76,0.052,0.064,1.2,2.03
women reproductive,104,84,0.058,0.07,1.2,2.03
pigments,153,128,0.088,0.103,1.2,2.03
community-level,198,169,0.116,0.134,1.2,2.03
triacylglycerol,71,55,0.038,0.048,1.3,2.03
intraclass correlation coefficient,71,55,0.038,0.048,1.3,2.03
partial least,163,137,0.094,0.11,1.2,2.03
cell-matrix,95,76,0.052,0.064,1.2,2.03
endometrial cancer,71,55,0.038,0.048,1.3,2.03
temperate regions,71,55,0.038,0.048,1.3,2.03
bout,96,77,0.053,0.065,1.2,2.02
germ-free,133,110,0.075,0.09,1.2,2.02
reconciling,79,62,0.042,0.053,1.3,2.02
continuously,973,899,0.616,0.657,1.1,2.02
dose-response relationship,64,49,0.034,0.043,1.3,2.02
singlet,50,37,0.025,0.034,1.3,2.02
anopheles,288,252,0.173,0.195,1.1,2.02
agarose,87,69,0.047,0.059,1.2,2.02
vigor,114,93,0.064,0.077,1.2,2.02
high-affinity binding,50,37,0.025,0.034,1.3,2.02
collections,472,424,0.291,0.319,1.1,2.02
rules governing,64,49,0.034,0.043,1.3,2.02
ovarian carcinoma,50,37,0.025,0.034,1.3,2.02
apolipoprotein apoe,79,62,0.042,0.053,1.3,2.02
chimera,143,119,0.082,0.097,1.2,2.02
conserved features,50,37,0.025,0.034,1.3,2.02
telemetry,79,62,0.042,0.053,1.3,2.02
mesocosm,64,49,0.034,0.043,1.3,2.02
pathway involving,64,49,0.034,0.043,1.3,2.02
oligodendrocyte lineage,50,37,0.025,0.034,1.3,2.02
here drosophila,105,85,0.058,0.071,1.2,2.02
predicting clinical,64,49,0.034,0.043,1.3,2.02
cosmetic,50,37,0.025,0.034,1.3,2.02
dynamics response,79,62,0.042,0.053,1.3,2.02
prevention intervention,50,37,0.025,0.034,1.3,2.02
driver mutations,165,139,0.095,0.111,1.2,2.02
infections humans,87,69,0.047,0.059,1.2,2.02
iconic,123,101,0.069,0.083,1.2,2.02
nitrous,64,49,0.034,0.043,1.3,2.02
factorization,165,139,0.095,0.111,1.2,2.02
