record_id,pubmed_id,year,themes,focus_areas,n_focus_areas,is_orphan_pub,title
913,39231067,2024,4;6,FA1;FA5;FA7,3,0,"Cigarette smoking, e-cigarette use, and sociodemographic correlates of mental health and tobacco-related disease risk in the All of Us Research Program"
916,39163132,2024,1;2,FA1;FA8,2,0,Protein-truncating variant in APOL3 increases chronic kidney disease risk in epistasis with APOL1 risk alleles
917,38508198,2024,2,FA8,1,0,Integrative polygenic risk score improves the prediction accuracy of complex traits and diseases
918,39222019,2024,1,FA1;FA8,2,0,"Rare Genetic Variants in LDLR, APOB, and PCSK9 Are Associated With Aortic Stenosis"
919,39259934,2024,3,,0,1,Experiences in providing a community educational resource for the All of Us Researcher Workbench
920,39254529,2024,3,,0,1,Navigating electronic health record accuracy by examination of sex incongruent conditions
921,39248157,2024,1,FA1;FA8,2,0,Semaglutide use in people with obesity and type 2 diabetes from real-world utilization data: An analysis of the All of US Program
922,39243700,2024,5;6;8,FA1;FA7;FA8,3,0,Hispanic individuals' cervical cancer screening disparities amidst the COVID-19 pandemic
923,39239849,2024,8;12,FA1;FA7,2,0,Molluscum contagiosum is associated with atopic dermatitis and sexually transmitted infections in a matched case-control study using a national database
928,,2024,1;2;6,FA1;FA7;FA8,3,0,Beyond Risk: Exploring Genetic Determinants of T2DN Resilience in the All of Us Research Program
930,37816410,2023,,,0,1,Prevalence of calcinosis cutis in the United States using the All of Us research database
932,37823074,2023,4;6;8,FA1;FA5;FA7,3,0,"A national examination of discrimination, resilience, and depressive symptoms during the COVID-19 pandemic: the All of Us Research Program"
933,37806530,2023,6;9;12,FA1;FA7,2,0,Comorbidities of psoriasis in underrepresented patient populations: An All of Us database analysis
934,38112663,2023,12,FA1;FA7,2,0,Infectious disease among adults with allergic contact dermatitis: a propensity score-matched case-control study
935,38145439,2023,3;5;15,FA1;FA2;FA8,3,0,Air quality and cancer risk in the All of Us Research Program
936,38252292,2024,4;12,FA1;FA5;FA7,3,0,Comorbid psychiatric disease significantly mediates increased rates of alcohol use disorder among patients with inflammatory and pigmentary skin disorders: a case-control study in the All of Us Research Program
937,38311536,2024,1;4;14,FA1;FA5;FA8,3,0,Post stroke pain: Is there under-diagnosis in Black versus White patients?
938,38129972,2023,2;16,FA4;FA8,2,0,Updated DPYD HapB3 haplotype structure and implications for pharmacogenomic testing
940,38827060,2024,6,FA7,1,0,Development and Validation of an Individual Socioeconomic Deprivation Index (ISDI) in the NIH's All of Us Data Network
942,38886995,2024,6,FA7,1,0,Use of All of Us data to increase health literacy and research skills in high school students
943,39181122,2024,1;3;6,FA1;FA7;FA8,3,0,Characterizing apparent treatment resistant hypertension in the United States: insights from the All of Us Research Program
944,39166468,2024,9;12,FA1;FA7,2,0,Comorbidities associated with discoid lupus erythematosus: A case-control study in the All of Us Research Program
946,39180570,2024,1;9;12;14;15,FA1;FA2;FA7;FA8,4,0,Alopecia areata does not increase the risk of venous thromboembolism: an All of Us case-control study
947,,2024,12,FA1;FA7,2,0,Exploring the Association of Hidradenitis Suppurativa and Hyperthyroidism
948,39264594,2024,4;6;18,FA1;FA5;FA7,3,0,Chronic Rhinosinusitis and Mental Health
949,39258846,2024,12,FA1;FA7,2,0,Patterns of misdiagnosis in adults with alopecia areata: an analysis using the NIH's All of Us database
950,39269931,2024,3,,0,1,Development and evaluation of a training curriculum to engage researchers on accessing and analyzing the All of Us data
951,39271092,2024,1;4;6;18,FA1;FA5;FA7;FA8,4,0,Relationship Between Glaucoma and Chronic Stress Quantified by Allostatic Load Score in the All of Us Research Program
952,39276697,2024,6;13,FA1;FA7,2,0,Racial and ethnic differences in the receipt of continuous positive airway pressure treatment for obstructive sleep apnea
957,38844146,2024,6,FA7,1,0,Discrimination in Medical Settings across Populations: Evidence From the All of Us Research Program
958,38843990,2024,5,FA1;FA8,2,0,The feasibility of using the All of Us Research Program survey data in evaluation of patients with colorectal cancer
959,38835708,2024,1;2;10;12,FA1;FA4;FA7;FA8,4,0,Mendelian Randomization Analysis Supports Causal Effect of Type II Diabetes Mellitus on Onychomycosis
960,38822896,2024,4;12,FA1;FA5;FA7,3,0,Reduced rates of substance use disorder in patients with alopecia: An all of us case-control study
961,38787299,2024,6;8,FA1;FA7,2,0,Prediction of Readmission Following Sepsis Using Social Determinants of Health
962,38774403,2024,6,FA7,1,0,Lower Income and Nonheterosexual Orientation Are Associated With Poor Access to Care in Patients With Knee Osteoarthritis
967,38862854,2024,1;2;3,FA1;FA8,2,0,Exome sequence analysis identifies rare coding variants associated with a machine learning-based marker for coronary artery disease
968,38878188,2024,12,FA1;FA7,2,0,Increased risk of keloids in atopic dermatitis patients with allergic comorbidities: an all of us database analysis
969,38850422,2024,6,FA7,1,0,Characterizing hypertrophic scars in underrepresented groups: a cross-sectional analysis of the All of Us database
970,38850315,2024,5,FA1;FA8,2,0,A retrospective case-control analysis of various comorbidities associated with Merkel Cell Carcinoma
971,38850290,2024,1;4;6;12;15,FA1;FA2;FA5;FA7;FA8,5,0,Prevalence and association of polycystic ovary syndrome and hidradenitis suppurativa in underrepresented groups
974,38895514,2024,6;17,FA4;FA7,2,0,Understanding the use of CATI and web-based data collection methods during the pandemic among digitally challenged groups at FQHCs: data from the All of Us Research Program
975,39556086,2024,1;12;15;18,FA1;FA2;FA7;FA8,4,0,"Exploring New Links Among Keratoconus, Hormonal Factors, and Medications: Insights From a Case-Control Study Utilizing the All of Us Database"
977,,2024,5;6;12;16,FA1;FA4;FA7;FA8,4,0,Drug-induced Photosensitivity and Malignant Melanoma in Latino Populations: A Case-Control Study in the All of Us Research Program
981,39155684,2024,6;9;14,FA1;FA7,2,0,"Family History of Arthritis, Osteoporosis, and Carpal Tunnel Syndrome and Risk of These Conditions Among US Adults"
984,39747168,2025,2;3;9,FA1;FA8,2,0,Integrating electronic health records and GWAS summary statistics to predict the progression of autoimmune diseases from preclinical stages
987,39725137,2024,2;13;19,FA1;FA6;FA8,3,0,Genetic modifiers of asthma response to air pollution in children: An African ancestry GWAS and PM(2.5) polygenic risk score study
988,39666044,2024,5;9;12,FA1;FA7;FA8,3,0,"Association between non-melanoma skin cancer, psoriasis, and immunomodulatory therapy: a national epidemiologic study"
990,39652908,2024,4;9;12,FA1;FA5;FA7,3,0,"Psoriasis Is Associated With Increased Risk of Psychiatric Disorders and Sexual Dysfunction in a Case-Control Study of 29,912 Patients"
994,39763331,2025,9;12,FA1;FA7,2,0,Analysing ocular comorbidities among patients with psoriasis: a case-control study using the All of Us Research Program
998,34562549,2021,1;12,FA1;FA7;FA8,3,0,Association of lichen planus with cardiovascular disease: A combined analysis of the UK Biobank and All of Us Study
999,37669985,2023,2,FA8,1,0,Demonstrating paths for unlocking the value of cloud genomics through cross cohort analysis
1001,38917427,2024,2;6,FA7;FA8,2,0,Disparities in ABO blood type determination across diverse ancestries: a systematic review and validation in the All of Us Research Program
1002,37148359,2023,1;2;6,FA1;FA7;FA8,3,0,The power of TOPMed imputation for the discovery of Latino-enriched rare variants associated with type 2 diabetes
1003,39440031,2024,,,0,1,Digital approaches in post-COVID healthcare: a systematic review of technological innovations in disease management
1005,39202457,2024,1;2,FA1;FA8,2,0,Genotype-First Approach Identifies an Association between rs28374544/FOG2(S657G) and Liver Disease through Alterations in mTORC1 Signaling
1013,39101109,2024,1,FA1;FA8,2,0,The Molecular-Social-Genetic Determinants of Cardiovascular Health in Pacific Islanders
1014,38443691,2024,1;2,FA1;FA8,2,0,Multi-ancestry polygenic mechanisms of type 2 diabetes
1018,39670377,2024,1;2;15,FA1;FA2;FA8,3,0,Uterine fibroids show evidence of shared genetic architecture with blood pressure traits
1021,,2022,17,FA4;FA7,2,0,Utilizing a Social-Ecological Health Promotion Framework to Engage Diverse Populations for Recruitment in the All of Us Research Program
1022,31259015,2019,,,0,1,Implementation of Informatics to Support the NIH All of Us Research Program in a Healthcare Provider Organization
1024,31161416,2019,2;6,FA7;FA8,2,0,"Mind the gap: resources required to receive, process and interpret research-returned whole genome data"
1025,35309008,2022,17,FA4;FA7,2,0,Expressing and Executing Informed Consent Permissions Using SWRL: The All of Us Use Case
1026,30779778,2019,3,,0,1,Data model harmonization for the All Of Us Research Program: Transforming i2b2 data into the OMOP common data model
1027,37749244,2023,2,FA8,1,0,A new method for multiancestry polygenic prediction improves performance across diverse populations
1030,39027313,2024,2;3;9,FA1;FA8,2,0,Secure Discovery of Genetic Relatives across Large-Scale and Distributed Genomic Datasets
1031,39043402,2024,3,,0,1,allofus: an R package to facilitate use of the All of Us Researcher Workbench
1034,,2024,3;6;17,FA4;FA7,2,0,Knowledge-Driven Data Sharing Governance: Developing a data provenance model for constructing context-aware data sharing frameworks for linkage data within the All of Us Research Program
1037,39190874,2024,3;6,FA7,1,0,User guide for Social Determinants of Health Survey data in the All of Us Research Program
1038,39207266,2024,17,FA4;FA7,2,0,Applying Engagement Marketing and Human-Centered Design to Cocreate a Digital Decision Support Tool for Research Participation with LGBTQIA+ Community Members
1043,25987822,2015,,,0,1,Precision medicine initiative aims for a new generation of diagnostics and treatments: but is the promise of genetic targeting overinflated?
1044,25928209,2015,,,0,1,The precision medicine initiative: a new national effort
1047,25751403,2015,,,0,1,Obama's Precision Medicine Initiative
1049,,2022,,,0,1,All of Us: A National Effort to Improve Health
1052,37962944,2023,3;7,,0,1,The Importance of Data Quality Control in Using Fitbit Device Data From the Research Program
1056,38091411,2023,,,0,1,Data-driven science and diversity in the All of Us Research Program
1058,38237863,2024,,,0,1,Enhancing study designs of disease prevalence investigations conducted with the All of Us Research Program
1069,29429062,2018,,,0,1,Towards precision medicine; a new biomedical cosmology
1071,34115137,2021,,,0,1,Progress With the All of Us Research Program: Opening Access for Researchers
1073,35803232,2022,2;8;17,FA1;FA4;FA7;FA8,4,0,Digital health-enabled genomics: Opportunities and challenges
1075,26327928,2015,,,0,1,News from the NIH: potential contributions of the behavioral and social sciences to the precision medicine initiative
1084,35854725,2022,3,,0,1,EHR Data Quality Assessment Tools and Issue Reporting Workflows for the 'All of Us' Research Program Clinical Data Research Network
1086,32726527,2020,,,0,1,The Illusion of Inclusion - The 'All of Us' Research Program and Indigenous Peoples' DNA
1090,32068711,2020,,,0,1,Impact of the All of Us research program
1091,31219738,2019,1;2;6,FA1;FA7;FA8,3,0,Emerging Concepts in Precision Medicine and Cardiovascular Diseases in Racial and Ethnic Minority Populations
1093,31735716,2019,,,0,1,"Envisioning Future Research and Clinical Practice with a Bioethics Lens: A Word for the Next Generation of Researchers (All of Us Research Program, Activism, and Policy Implications)"
1096,36540961,2022,3;7,,0,1,How Fitbit data are being made available to registered researchers in All of Us Research Program
1104,31556958,2019,,,0,1,All of Us Research
1105,36993788,2022,,,0,1,Engagement marketing for social good: Application to the All of Us Research Program
1108,37523189,2023,6,FA7,1,0,Assessing the Health Status of Sexual and Gender Minority Adults: What We Can Learn When We Include All of Us
1109,37561600,2023,,,0,1,"The All of Us Data and Research Center: Creating a Secure, Scalable, and Sustainable Ecosystem for Biomedical Research"
1110,36876959,2023,2,FA8,1,0,Precision Medicine for Whom? Public Health Outputs from 'Genomics England' and 'All of Us' to Make Up for Upstream and Downstream Exclusion
1111,36853841,2023,,,0,1,Asked & Answered: All of Us and What It Means to All of You
1119,36449919,2022,6;17,FA4;FA7,2,0,Innovation in Large-Scale Research Programs: Elevating Research Participants to Governance Roles Through the All of Us Research Program Engagement Core
