record_id,pubmed_id,year,title,themes,ic_admin_original,ic_admin_reattributed,cofunding_ics_original,fractional_attribution
1775,40752773,2025,Mental Health Disorders and the Development of Cardiovascular Disease: Insights from the All of Us Research Program,1;4;14,,,,NINDS(0.333);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NIAAA(0.033)
1777,40751574,2025,Racial/ethnic disparities among individuals with unruptured and ruptured cerebral aneurysms: Insights from the All of Us Research Program,3;6,,,,NLM(0.500);NIMHD(0.500)
1778,40750633,2025,"PAL-AI reveals genetic determinants that control poly(A)-tail length during oocyte maturation, with relevance to human fertility",2;15,,,,NHGRI(0.500);NICHD(0.500)
1779,40729094,2025,Increased Risk of Kidney Stones in Transgender Women and Gender-Diverse Adults on Gender-Affirming Hormone Therapy: Insights from a Large Database Study,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1780,40728037,2025,Statins and Their Effect on Hearing: An All of Us Database Study,1;18,,,,NEI(0.500);NHLBI(0.350);NIDDK(0.150)
1781,40720818,2025,Capturing Real-World Habitual Sleep Patterns With a Novel User-Centric Algorithm to Preprocess Fitbit Data in the All of Us Research Program: Retrospective Observational Longitudinal Study,7,,,,NIBIB(0.500);NHLBI(0.200);NIDDK(0.150);NIMH(0.150)
1782,40720732,2025,Associations of sleep-associated variants with wearable-derived sleep stages in the all of us research program,7,,,,NIBIB(0.500);NHLBI(0.200);NIDDK(0.150);NIMH(0.150)
1783,40720122,2025,CYP2D6 Phenotypes and Emergency Department Visits Among Patients Receiving Opioid Treatment,2;4;16,,,,NHGRI(0.400);NIMH(0.233);NIGMS(0.200);NIDA(0.067);NIAAA(0.033);NHLBI(0.033);NCI(0.033)
1785,40701376,2025,Predicting Early Onset of Age-Related Macular Degeneration: A Machine Learning Approach,1;3;9;18,,,,NLM(0.250);NEI(0.250);NHLBI(0.175);NIAID(0.125);NIAMS(0.125);NIDDK(0.075)
1786,40701146,2025,Implementing a training resource for large-scale genomic data analysis in the All of Us Researcher Workbench,2;3,,,,NHGRI(0.500);NLM(0.500)
1787,40698913,2025,"RAB19, SERPINB9P1, and Pancreatitis in Patients Taking Azathioprine in Routine Clinical Practice: Genome and Transcriptome-Wide Association Studies",2;16,,,,NHGRI(0.600);NIGMS(0.300);NHLBI(0.050);NCI(0.050)
1788,40698407,2025,Risk for Heart Failure and Atrial Fibrillation Across the Lifespan for Carriers of the Amyloidogenic p.V142I TTR Variant,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1789,40697677,2025,"A comparison of family health history of breast cancer, colorectal cancer, and diabetes in self-reported survey and electronic health records data, All of Us Research Program",1;5;6,,,,NCI(0.333);NIMHD(0.333);NHLBI(0.233);NIDDK(0.100)
1790,40691406,2025,Improved multiancestry fine-mapping identifies cis-regulatory variants underlying molecular traits and disease risk,2,,,,NHGRI(1.000)
1791,40684987,2025,"Longitudinal trends in physical activity and sleep before, during, and after pregnancy using Fitbit and EHR data from the All of Us research program",3;7;15,,,,NLM(0.333);NICHD(0.333);NIBIB(0.167);NHLBI(0.067);NIDDK(0.050);NIMH(0.050)
1792,40681360,2025,Prevalence and Sociodemographic Correlates of Low Back Pain in a Diverse U.S. Population: Insights From the All of Us Research Program,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1793,40681351,2025,"Age-, sex-, and ancestry-specific prevalence of hearing loss in UK Biobank and All of Us Research Program",2;18,,,,NHGRI(0.500);NEI(0.500)
1794,40677957,2025,Obstacles to Obtain Care Among Sexual and Gender Minorities With Chronic Rhinosinusitis,6;18,,,,NIMHD(0.500);NEI(0.500)
1795,40677145,2025,Neurobeachin (NBEA) is a novel gene associated with GLP-1 receptor agonist associated weight loss,1,,,,NHLBI(0.700);NIDDK(0.300)
1796,40676916,2025,MetaGeno: a chromosome-wise multi-task genomic framework for ischaemic stroke risk prediction,1;2;3;14,,,,NHGRI(0.250);NLM(0.250);NINDS(0.250);NHLBI(0.175);NIDDK(0.075)
1797,40674722,2025,Detecting Conversation Topics in Recruitment Calls of African American Participants to the All of Us Research Program Using Machine Learning: Model Development and Validation Study,3;6;17,,,,NLM(0.333);NIMHD(0.333);NIH-Wide(0.233);NHGRI(0.100)
1799,40669406,2025,"Experiences of patient-provider concordance in healthcare among All of Us participants, 2017-2023",6,,,,NIMHD(1.000)
1800,40664210,2025,A calcium-sensing receptor allelic series and underdiagnosis of genetically driven hypocalcemia,2;10,,,,NHGRI(0.750);NCATS(0.250)
1801,40663583,2025,Real-world barriers to health care utilization among people living with migraine: Insights from the All of Us Research Program,14,,,,NINDS(1.000)
1805,40652978,2025,Body mass index mediates the relationship between depression and triglyceride levels: Evidence from a large national cohort,1;4,,,,NHLBI(0.350);NIMH(0.350);NIDDK(0.150);NIDA(0.100);NIAAA(0.050)
1806,40645528,2025,"Treatment resistant depression: Socio-demographic characteristics, comorbidity and treatment patterns from the All of Us Research Program",4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
1807,40639743,2025,Barriers to healthcare utilization among adults engaging in heavy drinking: Results from the All of Us research program,6,,,,NIMHD(1.000)
1808,40633541,2025,Leveraging local ancestry and cross-ancestry genetic architecture to improve genetic prediction of complex traits in admixed populations,2,,,,NHGRI(1.000)
1809,40632872,2025,The human genetic variant rs6190 unveils Foxc1 and Arid5a as novel prometabolic targets of the glucocorticoid receptor in muscle,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1810,40632022,2025,Potential Association Between Lichen Sclerosus and Breast Cancer: A Cross-sectional Study in All of Us Research Program,5;12,,,,NCI(0.650);NIAMS(0.350)
1811,40627823,2025,Assessing the Data Quality Dimensions of Surgical Oncology Cohorts in the All of Us Research Program,3;5,,,,NLM(0.500);NCI(0.500)
1812,40626445,2025,Educational Attainment and Alzheimer's Disease and Related Dementias (ADRD) Risk Among Black Adults: A Comparative Analysis of U.S.-Born and Non-U.S.-born Populations in the All of Us Research Program,3;6;11,,,,NLM(0.333);NIMHD(0.333);NIA(0.267);NINDS(0.067)
1813,40625557,2025,Updated cross-sectional prevalence data for lichen sclerosus in the All-of-Us database: implications for current routine genital skin examination practices,12,,,,NIAMS(0.700);NCI(0.300)
1814,40618288,2025,Use of Angiotensin Receptor Blockers in Celiac Disease Associated with Worse Outcomes,9,,,,NIAID(0.500);NIAMS(0.500)
1816,40610586,2025,Computational strategic recruitment for representation and coverage studied in the All of Us Research Program,17,,,,NIH-Wide(0.700);NHGRI(0.300)
1817,40605186,2025,Fitbit Physical Activity and Sleep Data in the All of Us Research Program: Data Exploration and Processing Considerations for Research,7,,,,NIBIB(0.500);NHLBI(0.200);NIDDK(0.150);NIMH(0.150)
1818,40595462,2025,"Shared genetic architecture of posttraumatic stress disorder with cardiovascular imaging, risk, and diagnoses",1;4,,,,NHLBI(0.350);NIMH(0.350);NIDDK(0.150);NIDA(0.100);NIAAA(0.050)
1819,40592257,2025,Identifying common disease trajectories of Alzheimer's disease with electronic health records,1;4;11,,,,NIA(0.267);NHLBI(0.233);NIMH(0.233);NIDDK(0.100);NIDA(0.067);NINDS(0.067);NIAAA(0.033)
1820,40591411,2025,The human glucocorticoid receptor variant rs6190 increases blood cholesterol and promotes atherosclerosis,1,,,,NHLBI(0.700);NIDDK(0.300)
1821,40590803,2025,Polygenic Risk Prediction for Normal-Tension Glaucoma,2;3;18,,,,NHGRI(0.333);NLM(0.333);NEI(0.333)
1822,40589063,2025,Vaping and cancer metastasis: novel preclinical insights and results from the All of Us Research Program,4;5,,,,NCI(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1823,40588925,2025,Evaluating Misalignment Between Emergency Department and Discharge Diagnoses,,,,,
1824,40587790,2025,Sleep duration and timing are associated with next-day physical activity: Insights from two large-scale wearable sensor studies,7,,,,NIBIB(0.500);NHLBI(0.200);NIDDK(0.150);NIMH(0.150)
1828,40580956,2025,Exploring depression treatment response by using polygenic risk scoring across diverse populations,2;4;6,,,,NHGRI(0.333);NIMHD(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1829,40579894,2025,Hearing Loss Is Associated With Depression and Dysthymia in the All of Us Research Program,1;3;4;18,,,,NLM(0.250);NEI(0.250);NHLBI(0.175);NIMH(0.175);NIDDK(0.075);NIDA(0.050);NIAAA(0.025)
1831,40575363,2025,Comorbidities and systemic steroids drive pneumonia risk in inflammatory bowel disease: Propensity score-matched cohort study,9,,,,NIAID(0.500);NIAMS(0.500)
1832,40575220,2025,The Effect of Patient-Provider Relationships on Compliance in Uncontrolled Diabetic Patients,1,,,,NHLBI(0.700);NIDDK(0.300)
1833,40570403,2025,Prevalence and Correlates of Lipoprotein(a) Testing in a Diverse Cohort of U.S. Adults,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1836,40568631,2025,Examining Reasons for Using Non-Primary Care Providers as Usual Source of Health Care: Insights From the All of Us Study,6,,,,NIMHD(1.000)
1837,40564227,2025,Evaluating Genomic and Clinical Risk Factors for Alzheimer's Disease in Individuals with Hypertension,1;2;6;11,,,,NHGRI(0.250);NIMHD(0.250);NIA(0.200);NHLBI(0.175);NIDDK(0.075);NINDS(0.050)
1838,40560532,2025,"Sociodemographic, health-related, and clinical characteristics and their associations with mortality among all of us participants compared with the United States general population",,,,,
1839,40557190,2025,National prevalence of melanoma: a cross-sectional analysis using the All of Us database,5,,,,NCI(1.000)
1840,40555198,2025,Food Insecurity in Hidradenitis Suppurativa: A Cross-Sectional Analysis from the Population-Based All of Us Research Program,6;12,,,,NIMHD(0.500);NIAMS(0.350);NCI(0.150)
1841,40554605,2025,Genetic disease risks of under-represented founder populations in New York City,2;9,,,,NHGRI(0.500);NIAID(0.250);NIAMS(0.250)
1842,40552522,2025,Epidemiology and Comorbidities of Psychodermatologic Conditions,4;12,,,,NIMH(0.350);NIAMS(0.350);NCI(0.150);NIDA(0.100);NIAAA(0.050)
1843,40550363,2025,Association between Nucleoside and Nucleotide Reverse Transcriptase Inhibitor Use and Primary Open-Angle Glaucoma Risk in All of Us,3;8;18,,,,NLM(0.333);NIAID(0.333);NEI(0.333)
1844,40549373,2025,APOE ε4 and Risk of Intracranial Hemorrhage in Patients With Atrial Fibrillation Taking Apixaban,1;11;14,,,,NINDS(0.400);NIA(0.267);NHLBI(0.233);NIDDK(0.100)
1845,40548175,2025,"A Model for Rapid Innovation for Engagement, Enrollment, and Data and Sample Collection in a Diverse Cohort Study: Insights from All of Us Participant Labs",17,,,,NIH-Wide(0.700);NHGRI(0.300)
1846,40539966,2025,Patterns of Basal Cell Carcinoma Presentation in the NIH All of Us Database,5;6;12,,,,NCI(0.433);NIMHD(0.333);NIAMS(0.233)
1847,40539265,2025,Predicting Weight Loss After Vertical Sleeve Gastrectomy Using a Whole-genome Sequencing-derived Polygenic Risk Score in the All of Us Cohort,2;3,,,,NHGRI(0.500);NLM(0.500)
1848,40537972,2025,Socio-demographic and clinical factors associated with the receipt of anti-obesity medication prescriptions and metabolic and bariatric surgery among eligible all of Us participants,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1849,40537675,2025,Replicated blood-based biomarkers for myalgic encephalomyelitis not explicable by inactivity,,,,,
1850,40534628,2025,Sex and racial differences in prevalence and clinical characteristics of people living with LDLR and PCSK9 familial hypercholesterolemia genetic variants: Data from the All of Us Research program,1;2;6;10,,,,NHGRI(0.375);NIMHD(0.250);NHLBI(0.175);NCATS(0.125);NIDDK(0.075)
1851,40528164,2025,Investigating the Relationship Between Social Support and Health Care Barriers Among Sexually and Gender Diverse Young Adults in the United States,6,,,,NIMHD(1.000)
1852,40526686,2025,Sociodemographically differential patterns of chronic pain progression revealed by analyzing the all of us research program data,4,,,,NIMH(0.700);NIDA(0.200);NIAAA(0.100)
1853,40524801,2025,Incident cytopenia and risk of subsequent myeloid neoplasm in age-related clonal hematopoiesis: a multi-biobank case-control study,1;2;5,,,,NHGRI(0.333);NCI(0.333);NHLBI(0.233);NIDDK(0.100)
1854,40522671,2025,Diseases Common in Persons With Cystic Fibrosis Among CFTR Heterozygotes,2;10;13,,,,NHGRI(0.500);NHLBI(0.333);NCATS(0.167)
1858,40502263,2025,Integrating a conceptual consent permission model from the informed consent ontology for software application execution,17,,,,NIH-Wide(0.700);NHGRI(0.300)
1859,40501118,2025,Impact of APOE4-related dementia risk in underrepresented groups from the All of Us research program,6;11,,,,NIMHD(0.500);NIA(0.400);NINDS(0.100)
1860,40500928,2025,Hormone Therapy Usage Is Associated With Adverse Cardiovascular Events in Prostate Cancer Patients of the All of Us Research Program Cohort,1;5,,,,NCI(0.500);NHLBI(0.350);NIDDK(0.150)
1861,40500782,2025,Improved breast cancer risk prediction using chromosomal-scale length variation,2;3;5,,,,NHGRI(0.333);NLM(0.333);NCI(0.333)
1862,40496758,2025,Machine learning applied to wearable fitness tracker data and the risk of hospitalizations and cardiovascular events,1;3;7,,,,NLM(0.333);NHLBI(0.300);NIBIB(0.167);NIDDK(0.150);NIMH(0.050)
1863,40495997,2025,Sleep and circadian disorders as risk factors for autoimmune disease: A population-based study,9;13,,,,NHLBI(0.500);NIAID(0.250);NIAMS(0.250)
1864,40489750,2025,Social determinants of health influence the risk of cirrhosis: A diverse nationwide cohort study,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1865,40480197,2025,Subcontinental genetic variation in the All of Us Research Program: Implications for biomedical research,2;6,,,,NHGRI(0.500);NIMHD(0.500)
1866,40476828,2025,Vaping and Heart Failure: A Narrative Review,1;4,,,,NHLBI(0.350);NIMH(0.350);NIDDK(0.150);NIDA(0.100);NIAAA(0.050)
1868,40472801,2025,Polygenic scores for obstructive sleep apnoea reveal pathways contributing to cardiovascular disease,1;2;14,,,,NHGRI(0.333);NINDS(0.333);NHLBI(0.233);NIDDK(0.100)
1869,40472296,2025,"Identification of Transgender and Gender-Diverse Individuals in the All of Us Research Program, 2017-2022",3;6,,,,NLM(0.500);NIMHD(0.500)
1871,40461295,2025,Racial and ethnic differences in prescribing antihyperglycemic medications to persons with type 2 diabetes: An all of us cohort study,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1872,40456748,2025,TERT c.3150 G > C (p.K1050N): a founder Ashkenazi Jewish variant associated with telomere biology disorders,2;10,,,,NHGRI(0.750);NCATS(0.250)
1873,40455378,2025,"Racial/Ethnic Disparities in Health Literacy, Perception of Health Status, and Access to Healthcare Among Heart Transplant Patients of the National Institutes of Health All of Us Research Program",3;6,,,,NLM(0.500);NIMHD(0.500)
1874,40454200,2025,Significant underascertainment in Huntington's disease,10,,,,NCATS(0.500);NHGRI(0.500)
1875,40451243,2025,Analysis-ready VCF at Biobank scale using Zarr,2;8,,,,NHGRI(0.500);NIAID(0.500)
1876,40451134,2025,Phenome-wide association of APOE alleles in the All of Us Research Program,1;2;6;11,,,,NHGRI(0.250);NIMHD(0.250);NIA(0.200);NHLBI(0.175);NIDDK(0.075);NINDS(0.050)
1877,40449744,2025,Neighborhood experience and hoarding disorder,4;6,,,,NIMHD(0.500);NIMH(0.350);NIDA(0.100);NIAAA(0.050)
1878,40447985,2025,Racial and Ethnic Disparities in Perceived Healthcare Discrimination and Health Outcomes,6,,,,NIMHD(1.000)
1879,40240837,2025,Meta-prediction of coronary artery disease risk,1;2,,,,NHGRI(0.500);NHLBI(0.350);NIDDK(0.150)
1880,40240721,2025,Discrimination and Mental Health Among Black and Latino People Living with HIV: Understanding the Role of Religion and Spirituality,4;6;8,,,,NIMHD(0.333);NIAID(0.333);NIMH(0.233);NIDA(0.067);NIAAA(0.033)
1882,40231587,2025,Population prevalence of the major thyroid cancer-associated syndromes,5;10,,,,NCI(0.500);NCATS(0.250);NHGRI(0.250)
1883,40230888,2025,The health effects of housing instability and its association with congestive heart failure,1;6,,,,NIMHD(0.500);NHLBI(0.350);NIDDK(0.150)
1884,40227995,2025,Allergic Rhinitis-Underrepresented Populations and Barriers to Healthcare Access,3;6;18,,,,NLM(0.333);NIMHD(0.333);NEI(0.333)
1885,40222865,2025,Response Regarding: Using Machine Learning to Predict Weight Gain in Adults: An Observational Analysis From the All of Us Research Program,3,,,,NLM(1.000)
1886,40214690,2025,Disparities in acne prescription patterns in underrepresented groups: insights from the all of us database,6;12,,,,NIMHD(0.500);NIAMS(0.350);NCI(0.150)
1887,40213867,2025,Assessing health literacy and diversity within the All of Us Research Program,6,,,,NIMHD(1.000)
1888,40206559,2025,Experience of healthcare discrimination reported by individuals with a history of gynecologic cancer in the All of Us research program,5;6;15,,,,NCI(0.333);NIMHD(0.333);NICHD(0.333)
1889,40200460,2025,Using Big Data to Uncover Drug-Gene Interaction in Patients with Prostate Cancer,5;16,,,,NCI(0.550);NIGMS(0.300);NHGRI(0.100);NHLBI(0.050)
1890,40200434,2025,Predicting Prostate Cancer Diagnosis Using Machine Learning Analysis of Healthcare Utilization Patterns,1;3;5,,,,NLM(0.333);NCI(0.333);NHLBI(0.233);NIDDK(0.100)
1891,40197410,2025,Predicting Risk of Lung Cancer From Medical History,3;5;6,,,,NLM(0.333);NCI(0.333);NIMHD(0.333)
1893,40189781,2025,Association of genetic risk score for Alzheimer's disease with late-life body mass index in all of us: Evaluating reverse causation,2;11,,,,NHGRI(0.500);NIA(0.400);NINDS(0.100)
1894,40186349,2025,Area Deprivation and Clinical Biomarkers of Inflammation in Cancer Survivors of the National Institutes of Health All of Us Research Program,5;6,,,,NCI(0.500);NIMHD(0.500)
1895,40178947,2025,"Variation in PSA Levels by Age, Adiposity, Race and Ethnicity, and Genetic Risk: Implications for Prostate Cancer Screening",2;5;6,,,,NHGRI(0.333);NCI(0.333);NIMHD(0.333)
